resume_id,human_win_count,files
28969385,4,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
29134372,4,results_gemma3_12b.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt; results_qwen2.5_32b.txt
29415426,4,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt
29784524,4,results_cogito_3b.txt; results_gemma3_12b.txt; results_gemma3_4b.txt; results_mistral-small3.2_latest.txt
29865476,4,results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt; results_qwen2.5_32b.txt
31042953,4,results_gemma3_12b.txt; results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
31217840,4,results_gemma3_12b.txt; results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
31273310,4,results_cogito_3b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
31813535,4,results_cogito_3b.txt; results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.5_32b.txt
32517106,4,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.5_14b.txt; results_qwen2.5_32b.txt
32651555,4,results_cogito_3b.txt; results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
33685988,4,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt
34185495,4,results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt; results_qwen2.5_32b.txt
34465087,4,results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt; results_qwen2.5_32b.txt
36625776,4,results_gemma3_12b.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt; results_qwen2.5_32b.txt
37560528,4,results_gemma3_12b.txt; results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
37913536,4,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
38750659,4,results_gemma3_12b.txt; results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.5_14b.txt
39082090,4,results_cogito_3b.txt; results_gemma3_12b.txt; results_gemma3_4b.txt; results_mistral-small3.2_latest.txt
39608848,4,results_gemma3_12b.txt; results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.5_14b.txt
39650734,4,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
45987048,4,results_cogito_3b.txt; results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
46260230,4,results_cogito_3b.txt; results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.5_14b.txt
53129155,4,results_cogito_3b.txt; results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
58208591,4,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
65864767,4,results_cogito_3b.txt; results_gemma3_12b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
74126637,4,results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt; results_qwen2.5_32b.txt
77266989,4,results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt; results_qwen2.5_32b.txt
78357954,4,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
78538268,4,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
79536879,4,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
84373843,4,results_cogito_3b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
91539554,4,results_cogito_3b.txt; results_gemma3_4b.txt; results_qwen2.5_14b.txt; results_qwen2.5_32b.txt
94047639,4,results_gemma3_12b.txt; results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.5_14b.txt
94230796,4,results_gemma3_12b.txt; results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
95970987,4,results_cogito_3b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
99561379,4,results_cogito_3b.txt; results_gemma3_4b.txt; results_qwen2.5_14b.txt; results_qwen2.5_32b.txt
10549585,3,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
10554045,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.5_32b.txt
10738095,3,results_cogito_3b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
10953078,3,results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
10969918,3,results_cogito_3b.txt; results_gemma3_12b.txt; results_mistral-small3.2_latest.txt
11289482,3,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
11592605,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
11807040,3,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.5_14b.txt
11887930,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
12212468,3,results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt
12254068,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.5_32b.txt
12351749,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
12674307,3,results_cogito_3b.txt; results_gemma3_4b.txt; results_qwen2.5_32b.txt
12693146,3,results_gemma3_12b.txt; results_qwen2.5_14b.txt; results_qwen2.5_32b.txt
12839152,3,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
13264796,3,results_gemma3_12b.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt
13294301,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
13296856,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
13313917,3,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
13393401,3,results_gemma3_12b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
13907230,3,results_cogito_3b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
13915715,3,results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt
14070138,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.5_14b.txt
14517953,3,results_qwen2.53b.txt; results_qwen2.5_14b.txt; results_qwen2.5_32b.txt
14528265,3,results_cogito_3b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
14708590,3,results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
14874322,3,results_cogito_3b.txt; results_gemma3_12b.txt; results_qwen2.53b.txt
15354126,3,results_qwen2.53b.txt; results_qwen2.5_14b.txt; results_qwen2.5_32b.txt
15802627,3,results_cogito_3b.txt; results_gemma3_4b.txt; results_qwen2.5_32b.txt
15811992,3,results_cogito_3b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
16248476,3,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.5_14b.txt
16300459,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
16877897,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.5_14b.txt
16893572,3,results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
17274759,3,results_cogito_3b.txt; results_gemma3_12b.txt; results_gemma3_4b.txt
17306905,3,results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt
17325147,3,results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt
17422560,3,results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
17509935,3,results_qwen2.53b.txt; results_qwen2.5_14b.txt; results_qwen2.5_32b.txt
17545780,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.5_14b.txt
17602815,3,results_cogito_3b.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt
17640785,3,results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
17660419,3,results_cogito_3b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
17681064,3,results_cogito_3b.txt; results_gemma3_12b.txt; results_qwen2.5_14b.txt
17730889,3,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
17864043,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
17987433,3,results_cogito_3b.txt; results_gemma3_12b.txt; results_qwen2.5_14b.txt
18029935,3,results_gemma3_12b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
18264694,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
18369400,3,results_cogito_3b.txt; results_gemma3_12b.txt; results_mistral-small3.2_latest.txt
18488289,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
18586076,3,results_cogito_3b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
18714571,3,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
18835363,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
18997135,3,results_cogito_3b.txt; results_gemma3_12b.txt; results_gemma3_4b.txt
19147494,3,results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
19553067,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.5_14b.txt
19796840,3,results_cogito_3b.txt; results_gemma3_4b.txt; results_mistral-small3.2_latest.txt
19911786,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
19920687,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.5_14b.txt
20001721,3,results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
20141807,3,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
20357858,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
20399718,3,results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt
20457611,3,results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
20504094,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
20566550,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
20624984,3,results_gemma3_12b.txt; results_qwen2.5_14b.txt; results_qwen2.5_32b.txt
20633855,3,results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
20748926,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
20879311,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_mistral-small3.2_latest.txt
20880935,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.5_14b.txt
20882041,3,results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
20969119,3,results_cogito_3b.txt; results_gemma3_12b.txt; results_mistral-small3.2_latest.txt
20993320,3,results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt
21101152,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
21122155,3,results_cogito_3b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
21134923,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.5_32b.txt
21287405,3,results_cogito_3b.txt; results_gemma3_12b.txt; results_qwen2.53b.txt
21567392,3,results_cogito_3b.txt; results_gemma3_12b.txt; results_gemma3_4b.txt
21611212,3,results_cogito_3b.txt; results_gemma3_12b.txt; results_gemma3_4b.txt
21669215,3,results_cogito_3b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
21796843,3,results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
21830565,3,results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
21856577,3,results_gemma3_12b.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt
22391901,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.5_32b.txt
22442947,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
22510753,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
22765255,3,results_mistral-small3.2_latest.txt; results_qwen2.5_14b.txt; results_qwen2.5_32b.txt
22983516,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
23011221,3,results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt
23110214,3,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.5_14b.txt
23138078,3,results_gemma3_12b.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt
23139437,3,results_gemma3_12b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
23155093,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
23296286,3,results_cogito_3b.txt; results_gemma3_12b.txt; results_qwen2.53b.txt
23577836,3,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
23761385,3,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.5_32b.txt
23944036,3,results_gemma3_12b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
23985183,3,results_cogito_3b.txt; results_gemma3_4b.txt; results_qwen2.5_32b.txt
24061629,3,results_cogito_3b.txt; results_gemma3_12b.txt; results_gemma3_4b.txt
24240349,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.5_14b.txt
24294778,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
24444525,3,results_gemma3_4b.txt; results_qwen2.5_14b.txt; results_qwen2.5_32b.txt
24491862,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_mistral-small3.2_latest.txt
24553863,3,results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
24559558,3,results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt
24655918,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
24658786,3,results_gemma3_12b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
24767027,3,results_mistral-small3.2_latest.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt
24983760,3,results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
25070914,3,results_gemma3_4b.txt; results_qwen2.53b.txt; results_qwen2.5_14b.txt
25200253,3,results_cogito_3b.txt; results_gemma3_12b.txt; results_mistral-small3.2_latest.txt
25724495,3,results_cogito_3b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
25729119,3,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
25839123,3,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
25857360,3,results_cogito_3b.txt; results_gemma3_12b.txt; results_qwen2.5_14b.txt
25924968,3,results_cogito_3b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
26125407,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
26167298,3,results_cogito_3b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
26330995,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
26671167,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.5_14b.txt
26750846,3,results_gemma3_12b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
26819872,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
26829350,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.5_14b.txt
26975573,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.53b.txt
27000192,3,results_gemma3_4b.txt; results_mistral-small3.2_latest.txt; results_qwen2.5_14b.txt
27004930,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_mistral-small3.2_latest.txt
27018550,3,results_cogito_3b.txt; results_qwen2.53b.txt; results_qwen2.5_32b.txt
27126818,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
27257013,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_mistral-small3.2_latest.txt
27295996,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.5_14b.txt
27409087,3,results_gemma3_12b.txt; results_gemma3_4b.txt; results_qwen2.5_14b.txt
27710853,3,results_cogito_3b.txt; results_gemma3_4b.txt; results_qwen2.53b.txt
